dataset,level,text_size_mb,comp_speed_MBs,decomp_speed_MBs,peak_mem_comp_MB,peak_mem_decomp_MB,compressed_size_MB
dblp.xml,3,296.135874,7.82939418775579,46.0840140056022,1665.833456,622.367708,121.239212
dblp.xml,4,296.135874,13.6811118194922,51.6996986731844,1665.833456,609.549156,96.171698
dblp.xml,5,296.135874,14.2124980922717,51.9308854011399,1665.833456,607.206116,90.197412
dblp.xml,6,296.135874,16.0740736679838,53.1109211234262,1665.833456,606.090156,87.391718
dblp.xml,7,296.135874,16.3302419737292,50.5489338385907,1665.833456,605.755964,86.417776
dblp.xml,8,296.135874,16.4842288252583,53.5914933584277,1665.833456,605.694076,86.084114
dblp.xml,9,296.135874,16.3467381692326,51.0658333189633,1665.833456,605.723132,85.97466
dblp.xml,10,296.135874,16.3498969766569,52.5921492505505,1665.833456,605.783636,85.938206
dblp.xml,11,296.135874,16.2838173530043,52.1265026139304,1665.833456,605.855356,85.927524
dblp.xml,12,296.135874,16.3274508333655,52.7514115216075,1665.833456,605.930764,85.924206
dblp.xml,13,296.135874,16.2954659960711,52.9069147624748,1665.833456,606.007284,85.923212
dblp.xml,14,296.135874,16.3668851969757,52.7664505897865,1665.833456,606.084164,85.92301
dblp.xml,15,296.135874,16.2835487347549,53.1347449446468,1665.833456,606.16114,85.922996
dblp.xml.00001.1,0,104.8576,9.33013008737743,23.2928893529111,762.854886,582.024802,0.939378
dblp.xml.00001.1,1,104.8576,13.7541613652164,47.0508839630261,614.760142,251.378306,0.932416
dblp.xml.00001.1,2,104.8576,18.5858413981353,74.4515762567453,557.037742,193.570538,0.743818
dblp.xml.00001.1,3,104.8576,20.4297237267662,92.9588652482269,537.054006,173.660818,0.62194
dblp.xml.00001.1,4,104.8576,22.1883279021541,104.325539747289,528.03863,164.41413,0.488894
dblp.xml.00001.1,5,104.8576,22.4467183285525,87.5564462257849,526.222294,162.673642,0.463432
dblp.xml.00001.1,6,104.8576,22.1794107071092,109.317764804003,525.835662,162.169674,0.453558
dblp.xml.00001.1,7,104.8576,22.6391173867047,109.994335466275,525.835662,162.063426,0.448396
dblp.xml.00001.1,8,104.8576,22.6352077711819,110.306753629287,526.642182,162.084162,0.442698
dblp.xml.00001.1,9,104.8576,22.7397640527412,110.179258169591,526.642182,162.144426,0.436164
dblp.xml.00001.1,10,104.8576,22.7067714762121,92.7040933604456,526.642182,162.216602,0.43055
dblp.xml.00001.1,11,104.8576,22.7511119789972,94.3642908567315,526.642182,162.292458,0.428192
dblp.xml.00001.1,12,104.8576,21.8049034082638,110.190836485918,526.642182,162.368874,0.426878
dblp.xml.00001.1,13,104.8576,22.4184037799585,109.741077969649,526.642182,162.445474,0.426056
dblp.xml.00001.1,14,104.8576,22.3395969150795,96.0586295346281,526.642182,162.52233,0.425806
dblp.xml.00001.1,15,104.8576,22.4399931518576,94.7137566615482,526.642182,162.599306,0.425792
dblp.xml.00001.2,0,104.8576,9.03314065178625,23.1642476859522,762.890126,582.095258,0.976282
dblp.xml.00001.2,1,104.8576,13.2080766856869,46.6323934892822,614.74483,251.371218,0.970616
dblp.xml.00001.2,2,104.8576,18.2437191175447,65.0844764446651,557.036958,193.57797,0.760158
dblp.xml.00001.2,3,104.8576,20.6477630749842,80.5357910906298,537.044766,173.65981,0.636024
dblp.xml.00001.2,4,104.8576,21.6080944628763,103.932599861235,528.042438,164.426194,0.49971
dblp.xml.00001.2,5,104.8576,22.0002517729008,94.4918446426962,526.224678,162.685306,0.471872
dblp.xml.00001.2,6,104.8576,22.5543868705771,109.706633186859,525.835574,162.179594,0.460986
dblp.xml.00001.2,7,104.8576,21.9028282575093,97.0813813535784,525.835574,162.072274,0.452136
dblp.xml.00001.2,8,104.8576,22.8343459419438,110.504373485088,526.640014,162.091338,0.443394
dblp.xml.00001.2,9,104.8576,22.7190709364302,94.4152710246714,526.640014,162.15209,0.436268
dblp.xml.00001.2,10,104.8576,22.7565432527453,110.353188802357,526.640014,162.22405,0.429298
dblp.xml.00001.2,11,104.8576,21.8203308708771,110.167682286195,526.640014,162.299978,0.427064
dblp.xml.00001.2,12,104.8576,22.3524546481635,110.469447956174,526.640014,162.376458,0.425926
dblp.xml.00001.2,13,104.8576,22.7713690062543,110.831413169855,526.640014,162.453186,0.425396
dblp.xml.00001.2,14,104.8576,22.1274584282941,110.843128964059,526.640014,162.530122,0.425322
dblp.xml.00001.2,15,104.8576,22.7111977474551,94.2879237478644,526.640014,162.607114,0.425336
dblp.xml.0001.1,0,104.8576,7.8423418370018,23.6714901686344,762.878884,582.123828,1.537742
dblp.xml.0001.1,1,104.8576,12.3943688608882,45.6001739508589,614.82742,251.50714,1.538432
dblp.xml.0001.1,2,104.8576,16.7699713723671,65.9938322109636,557.159436,193.75518,1.389402
dblp.xml.0001.1,3,104.8576,19.11332276116,79.1676859192148,537.24714,173.90586,1.277752
dblp.xml.0001.1,4,104.8576,20.8584671082732,104.108022239873,528.30938,164.73406,1.074218
dblp.xml.0001.1,5,104.8576,21.5672062362451,106.823145884271,526.554876,163.050596,1.03212
dblp.xml.0001.1,6,104.8576,22.1996019816234,109.044925124792,526.510428,162.592604,0.992062
dblp.xml.0001.1,7,104.8576,22.440473387977,108.728328494401,526.510428,162.519916,0.931056
dblp.xml.0001.1,8,104.8576,22.5282200021485,94.9281187760275,527.15478,162.555028,0.87073
dblp.xml.0001.1,9,104.8576,22.5602099873061,100.979969183359,527.15478,162.618068,0.842564
dblp.xml.0001.1,10,104.8576,22.5776973925026,95.856659658104,527.15478,162.690532,0.83353
dblp.xml.0001.1,11,104.8576,22.5636081941814,109.329162756751,527.15478,162.766188,0.83074
dblp.xml.0001.1,12,104.8576,22.4929426401819,109.317764804003,527.15478,162.842612,0.829458
dblp.xml.0001.1,13,104.8576,22.0275192739953,109.511853785901,527.15478,162.919332,0.82888
dblp.xml.0001.1,14,104.8576,22.5258002148228,87.8572266443234,527.15478,162.996236,0.828742
dblp.xml.0001.2,0,104.8576,7.65104706311565,23.3858780498684,763.281004,582.928948,1.721642
dblp.xml.0001.2,1,104.8576,12.1231068050963,40.4574427039123,614.747436,251.522556,1.6997
dblp.xml.0001.2,2,104.8576,15.6494537639544,71.3365535070413,557.144636,193.836212,1.504434
dblp.xml.0001.2,3,104.8576,17.8453683691009,91.0696543338544,537.209996,173.965036,1.368496
dblp.xml.0001.2,4,104.8576,20.2603806395517,90.7072664359862,528.365876,164.887356,1.151222
dblp.xml.0001.2,5,104.8576,21.0642024909602,106.002426202992,526.6041,163.19738,1.08184
dblp.xml.0001.2,6,104.8576,21.7429602289222,106.844915426941,526.50894,162.709444,1.00967
dblp.xml.0001.2,7,104.8576,21.9993286337697,107.601436634171,526.50894,162.626196,0.940188
dblp.xml.0001.2,8,104.8576,21.450729292392,107.96705107084,527.167092,162.656484,0.878914
dblp.xml.0001.2,9,104.8576,22.0655289240546,107.084967320261,527.167092,162.717812,0.847908
dblp.xml.0001.2,10,104.8576,22.0618148919607,98.8942752051306,527.167092,162.790324,0.838322
dblp.xml.0001.2,11,104.8576,22.2665420878281,94.8079566003617,527.167092,162.865404,0.834752
dblp.xml.0001.2,12,104.8576,21.6018623431738,108.178685649438,527.167092,162.941868,0.833566
dblp.xml.0001.2,13,104.8576,22.1611294276777,92.7204881068176,527.167092,163.018564,0.832968
dblp.xml.0001.2,14,104.8576,22.1676884698321,108.089475311824,527.167092,163.095444,0.832766
dblp.xml.100MB,0,104.8576,1.05673185646822,20.704432816665,764.143202,587.858938,47.145854
dblp.xml.100MB,1,104.8576,0.0674644979737669,31.6236202424754,623.799034,285.310054,60.240364
dblp.xml.100MB,2,104.8576,4.78040018418137,41.0690897697008,596.78197,231.51461,53.943238
dblp.xml.100MB,3,104.8576,8.85031102558259,51.0927252351021,596.78197,219.466882,46.055236
dblp.xml.100MB,4,104.8576,13.8884238410596,54.9741008702946,596.78197,214.789778,36.544962
dblp.xml.100MB,5,104.8576,14.3228520693894,56.9816324312575,596.78197,213.863482,34.164888
dblp.xml.100MB,6,104.8576,16.6032143139894,57.553982106592,596.78197,213.415658,32.965498
dblp.xml.100MB,7,104.8576,16.7938755245203,52.3450479233227,596.78197,213.31849,32.559308
dblp.xml.100MB,8,104.8576,16.860574681224,57.6425705018966,596.78197,213.336858,32.419586
dblp.xml.100MB,9,104.8576,16.8337774923744,57.7187207574173,596.78197,213.39353,32.371624
dblp.xml.100MB,10,104.8576,16.8749557436673,57.706015078972,596.78197,213.46365,32.35627
dblp.xml.100MB,11,104.8576,16.8678978186732,54.6360983743226,596.78197,213.538546,32.352172
dblp.xml.100MB,12,104.8576,16.8627438367399,53.8255736358503,596.78197,213.614922,32.350818
dblp.xml.100MB,13,104.8576,16.8689832689833,57.2961040380307,596.78197,213.691722,32.350452
dblp.xml.100MB,14,104.8576,16.78876667147,57.8652392252083,596.78197,213.768682,32.350406
dblp.xml.200MB,0,209.7152,1.12773814280314,20.6866646280715,1532.53849,1182.77123,85.356186
dblp.xml.200MB,1,209.7152,0.120265739921048,31.8488617552812,1241.705058,566.096482,114.340336
dblp.xml.200MB,2,209.7152,4.67998330770724,41.8209229051171,1187.514634,465.610766,105.534206
dblp.xml.200MB,3,209.7152,8.4927976414655,47.266154296919,1187.514634,442.804286,88.167588
dblp.xml.200MB,4,209.7152,13.3267583437127,51.6590797122869,1187.514634,433.821166,70.055502
dblp.xml.200MB,5,209.7152,15.1767379253448,53.7510764814435,1187.514634,432.04195,65.597748
dblp.xml.200MB,6,209.7152,16.1574174660041,54.0280296784831,1187.514634,431.226782,63.51659
dblp.xml.200MB,7,209.7152,16.4580612757408,53.5383829874142,1187.514634,431.000462,62.797308
dblp.xml.200MB,8,209.7152,16.5916549312489,53.1462747085656,1187.514634,430.971134,62.54661
dblp.xml.200MB,9,209.7152,16.3774745999641,54.4587499026202,1187.514634,431.012782,62.463724
dblp.xml.200MB,10,209.7152,16.5172997708066,54.3247331882706,1187.514634,431.077374,62.436654
dblp.xml.200MB,11,209.7152,16.501314029428,53.2623558693554,1187.514634,431.150422,62.42872
dblp.xml.200MB,12,209.7152,16.5165192600002,54.327547795451,1187.514634,431.22623,62.426062
dblp.xml.200MB,13,209.7152,16.5275833806191,54.4799709045566,1187.514634,431.302878,62.425368
dblp.xml.200MB,14,209.7152,16.5299282730354,53.5506868903529,1187.514634,431.379798,62.425246
dblp.xml.200MB,15,209.7152,16.5193814936472,53.2677673355347,1187.514634,431.45679,62.425264
dblp.xml.50MB,0,52.4288,0.819904605520369,20.7737538632221,382.384624,295.070324,25.693326
dblp.xml.50MB,1,52.4288,2.41069687885086,30.7662695851182,312.615176,144.93374,32.321868
dblp.xml.50MB,2,52.4288,4.2464160173651,36.3785734110464,300.869592,117.394372,28.274402
dblp.xml.50MB,3,52.4288,8.74250458562615,54.0837631524655,300.869592,111.347348,24.13394
dblp.xml.50MB,4,52.4288,14.2504416841075,58.5012274045972,300.869592,108.890644,18.939298
dblp.xml.50MB,5,52.4288,15.8500513936756,49.233543055686,300.869592,108.4321,17.704504
dblp.xml.50MB,6,52.4288,16.7944134794029,60.1799816345271,300.869592,108.2325,17.090154
dblp.xml.50MB,7,52.4288,17.0085320356853,49.5265444927262,300.869592,108.219404,16.885
dblp.xml.50MB,8,52.4288,17.0672222403073,60.6885056140757,300.869592,108.266492,16.814462
dblp.xml.50MB,9,52.4288,17.0744479906207,53.7510764814435,300.869592,108.333124,16.790452
dblp.xml.50MB,10,52.4288,16.9721925479913,60.5973185390661,300.869592,108.406612,16.78305
dblp.xml.50MB,11,52.4288,17.0096356616812,60.6604188360523,300.869592,108.482452,16.780496
dblp.xml.50MB,12,52.4288,17.0068768651875,58.8294434470377,300.869592,108.559116,16.779818
dblp.xml.50MB,13,52.4288,17.0035674904326,56.1276094636549,300.869592,108.636012,16.779656
dna,0,403.927746,0.717344544142784,19.3712681338391,2918.80999,2202.724474,337.930146
dna,1,403.927746,1.83377383254196,24.7740038639639,2510.713478,1064.9183,447.691916
dna,2,403.927746,4.85439901644782,31.4436090330918,2510.713478,870.70549,296.39287
dna,3,403.927746,8.25066376616214,33.6200213075867,2510.713478,844.635234,234.148888
dna,4,403.927746,10.3979402732264,35.3934498138007,2510.713478,835.306738,211.909938
dna,5,403.927746,11.0799613229207,35.9423881048567,2510.713478,832.15145,204.382188
dna,6,403.927746,11.6614049887407,36.1366052353773,2510.713478,831.10313,201.854762
dna,7,403.927746,11.8087501534827,35.8916080361824,2510.713478,830.789322,201.020492
dna,8,403.927746,11.8018496572761,36.2276784128721,2510.713478,830.734418,200.742006
dna,9,403.927746,11.8208108653855,36.3918541542786,2510.713478,830.765322,200.646788
dna,10,403.927746,11.8232674936629,36.2150109381724,2510.713478,830.826882,200.615026
dna,11,403.927746,11.8346990401631,36.1955398042941,2510.713478,830.898082,200.603456
dna,12,403.927746,11.8310593328315,36.1589259594124,2510.713478,830.97313,200.599586
dna,13,403.927746,11.8417768774333,36.231902873955,2510.713478,831.049394,200.597988
dna,14,403.927746,11.8454579205743,36.2843029742281,2510.713478,831.126202,200.597626
dna,15,403.927746,11.8163154584468,36.2101411910247,2510.713478,831.203114,200.597496
dna,16,403.927746,11.8308167652744,36.3499348463851,2510.713478,831.280106,200.597522
dna.001.1,0,104.8576,5.30221174947664,21.7271917283106,756.979992,570.222844,5.790422
dna.001.1,1,104.8576,6.76718941594063,38.2538396993908,597.413272,225.226676,7.103876
dna.001.1,2,104.8576,10.267976224283,61.3023092662964,549.841192,177.519652,6.173934
dna.001.1,3,104.8576,12.8689633166014,66.8436284821827,534.924984,162.657876,5.665796
dna.001.1,4,104.8576,16.5654433719332,76.9484112423864,532.036816,158.197188,5.246154
dna.001.1,5,104.8576,18.617851245539,78.5038556562102,532.036816,157.031076,4.720032
dna.001.1,6,104.8576,19.3107918968692,79.1676859192148,532.036816,156.778692,4.214214
dna.001.1,7,104.8576,19.5794230230604,69.4283254982454,532.036816,156.745996,3.980392
dna.001.1,8,104.8576,19.696376580198,70.3884003490636,532.036816,156.785388,3.898578
dna.001.1,9,104.8576,19.664610018191,79.5279484262419,532.036816,156.85154,3.876484
dna.001.1,10,104.8576,19.6900890073985,79.782089325116,532.036816,156.923884,3.866838
dna.001.1,11,104.8576,19.6819581049628,73.9423171849658,532.036816,156.998956,3.863136
dna.001.1,12,104.8576,19.6841749577623,71.6583065673478,532.036816,157.075516,3.862214
dna.001.1,13,104.8576,19.6771566364541,57.4908712100444,532.036816,157.152372,3.86196
dna.001.1,14,104.8576,19.7390158503068,70.369505402322,532.036816,157.229324,3.861902
dna.001.1,15,104.8576,19.5670006904402,79.6003947468306,532.036816,157.306324,3.861952
dna.100MB,0,104.8576,1.409886101292,21.7682374922151,758.352584,573.216076,98.001702
dna.100MB,1,104.8576,2.06562640973463,26.9508314699154,679.847384,291.645088,125.905392
dna.100MB,2,104.8576,6.33389308366053,36.3760493998474,679.847384,224.848292,79.848506
dna.100MB,3,104.8576,10.5411007790902,41.4244064314779,679.847384,217.450636,62.217992
dna.100MB,4,104.8576,12.6667149863497,42.3632837750485,679.847384,214.84982,56.064502
dna.100MB,5,104.8576,13.7807333420949,45.335985126897,679.847384,214.012956,54.003752
dna.100MB,6,104.8576,14.3855345653098,43.3492910000413,679.847384,213.771916,53.323514
dna.100MB,7,104.8576,14.4669085691423,43.3833678113364,679.847384,213.738716,53.091948
dna.100MB,8,104.8576,14.4824938193169,43.3099004584693,679.847384,213.778268,53.014154
dna.100MB,9,104.8576,14.5193924036611,41.9951139412872,679.847384,213.842476,52.98804
dna.100MB,10,104.8576,14.4497636666804,45.4302673194402,679.847384,213.915124,52.97949
dna.100MB,11,104.8576,14.4683058752104,43.3474989665151,679.847384,213.990452,52.976116
dna.100MB,12,104.8576,14.528847752591,43.6343056884857,679.847384,214.0669,52.974922
dna.100MB,13,104.8576,14.5097485712704,43.4282874301098,679.847384,214.143716,52.974592
dna.100MB,14,104.8576,14.3422467207397,45.5962082010697,679.847384,214.220652,52.97449
dna.200MB,0,209.7152,1.36526666992172,22.0379357089564,1517.05948,1146.995936,183.780002
dna.200MB,1,209.7152,2.09281150893048,29.7169092119993,1325.84776,562.55552,241.62258
dna.200MB,2,209.7152,6.09711650841091,35.6040881464127,1325.84776,446.697144,156.164074
dna.200MB,3,209.7152,10.2803080437457,38.7801324013462,1325.84776,432.46956,122.405024
dna.200MB,4,209.7152,12.6766686412708,40.1100124318638,1325.84776,427.410904,110.400666
dna.200MB,5,209.7152,12.3018155154715,41.3974219783257,1325.84776,425.73264,106.364476
dna.200MB,6,209.7152,13.7887974962358,40.8514882343774,1325.84776,425.194768,105.008098
dna.200MB,7,209.7152,13.9493019203012,41.8159196044026,1325.84776,425.059392,104.559424
dna.200MB,8,209.7152,13.992487172815,41.0779386128141,1325.84776,425.064392,104.407838
dna.200MB,9,209.7152,13.937991399879,41.1755281551873,1325.84776,425.11632,104.356128
dna.200MB,10,209.7152,13.9132096250937,41.8426177174781,1325.84776,425.18492,104.33913
dna.200MB,11,209.7152,14.0008011322669,40.5325086973328,1325.84776,425.258712,104.333084
dna.200MB,12,209.7152,13.9600732234981,41.7676160127465,1325.84776,425.334664,104.330706
dna.200MB,13,209.7152,13.9580291120621,41.8601568893591,1325.84776,425.41128,104.329904
dna.200MB,14,209.7152,14.0317145954047,41.1359526097958,1325.84776,425.488168,104.329734
dna.200MB,15,209.7152,14.0032317944472,41.0514035156403,1325.84776,425.565136,104.329696
dna.50MB,0,52.4288,1.44846944413747,20.4592211035667,379.14531,286.568482,51.68943
dna.50MB,1,52.4288,1.82762166703269,32.4034610630408,347.204158,150.014558,64.626296
dna.50MB,2,52.4288,6.72121017883469,40.5607303110011,347.204158,113.456046,40.50925
dna.50MB,3,52.4288,11.5471764602238,48.3615902592012,347.204158,109.617894,31.393084
dna.50MB,4,52.4288,12.1799976768498,43.8148086244359,347.204158,108.29799,28.253066
dna.50MB,5,52.4288,14.9758062212574,51.909702970297,347.204158,107.898838,27.213064
dna.50MB,6,52.4288,15.3597000058593,52.2667730036886,347.204158,107.810774,26.865562
dna.50MB,7,52.4288,15.4497716222189,42.9568209750102,347.204158,107.830614,26.747216
dna.50MB,8,52.4288,15.4556924709628,52.3137098383556,347.204158,107.888182,26.707022
dna.50MB,9,52.4288,15.4711992445704,52.1212844219107,347.204158,107.958718,26.694348
dna.50MB,10,52.4288,15.4443102483283,44.3973240748582,347.204158,108.033526,26.690066
dna.50MB,11,52.4288,15.3193080878915,52.1212844219107,347.204158,108.109654,26.688148
dna.50MB,12,52.4288,15.4926863863361,52.225122024106,347.204158,108.186358,26.687574
dna.50MB,13,52.4288,15.4698297483108,43.5853354393549,347.204158,108.26327,26.687436
dna.50MB,14,52.4288,15.4552368599475,52.3345977240966,347.204158,108.340246,26.687422
EDGAR,0,104.8576,1.36960621940324,19.0463181603517,812.163178,681.583722,32.89907
EDGAR,1,104.8576,1.91208859339926,31.8890578431969,645.063002,327.815562,36.750368
EDGAR,2,104.8576,4.68916048422079,47.4791034638895,571.05453,232.964098,40.473342
EDGAR,3,104.8576,7.4785039796879,51.1325888720925,573.642402,217.014906,36.479556
EDGAR,4,104.8576,11.502715036365,57.5571412888352,573.642402,213.190018,31.367378
EDGAR,5,104.8576,17.096719493902,64.8389809547366,573.642402,210.45909,24.272288
EDGAR,6,104.8576,18.4144846600987,61.9323135077668,573.642402,209.647938,22.285962
EDGAR,7,104.8576,18.7557193195843,63.4846521765454,573.642402,209.522538,21.864772
EDGAR,8,104.8576,18.3166978182263,65.3359087793632,573.642402,209.572714,21.810634
EDGAR,9,104.8576,18.5365577711781,64.9594845744022,573.642402,209.638698,21.787612
EDGAR,10,104.8576,18.3731842792311,59.77176081628,573.642402,209.713122,21.782566
EDGAR,11,104.8576,19.4313881733781,62.2300296735905,573.642402,209.789362,21.78092
EDGAR,12,104.8576,19.4674637506266,63.3045158174354,573.642402,209.86617,21.780558
EDGAR,13,104.8576,19.1356461120134,66.9118754387084,573.642402,209.943106,21.78048
EDGAR,14,104.8576,19.4978709161569,61.066682196727,573.642402,210.020098,21.780502
einstein.de,0,92.758441,8.81968974632031,21.8723480864911,684.342531,533.832523,0.619986
einstein.de,1,92.758441,14.0464347259869,41.3085909596972,539.897075,217.179235,0.577528
einstein.de,2,92.758441,17.5201044499849,66.6799230824527,490.213547,167.415131,0.460902
einstein.de,3,92.758441,19.6684635609932,71.2047601136102,472.545947,149.821915,0.39678
einstein.de,4,92.758441,20.5467805958578,87.9810689557052,467.293859,144.338555,0.361794
einstein.de,5,92.758441,20.7272168841616,83.0796605463502,465.537651,142.658171,0.340536
einstein.de,6,92.758441,21.0427261178285,75.5915907424008,465.117251,142.153531,0.324358
einstein.de,7,92.758441,21.1903049755563,91.118311394892,465.117251,142.052067,0.312228
einstein.de,8,92.758441,21.4391071511117,91.136216348988,465.999179,142.086331,0.300646
einstein.de,9,92.758441,21.328192269665,78.5622435843144,465.999179,142.152267,0.290132
einstein.de,10,92.758441,21.349791930398,88.5691215506541,465.999179,142.223035,0.276822
einstein.de,11,92.758441,21.1946626299554,76.5081169580996,465.999179,142.298219,0.272768
einstein.de,12,92.758441,21.2417424658789,91.2976781496063,465.999179,142.374659,0.271558
einstein.de,13,92.758441,20.531772322812,90.381409919127,465.999179,142.451483,0.271236
einstein.de,14,92.758441,21.2675549696205,77.8044296259017,465.999179,142.528427,0.271158
einstein.en,0,467.626544,7.70430309340855,22.6788498266204,3466.158158,2723.724242,1.558434
einstein.en,1,467.626544,13.5028859192183,43.3481227694504,2728.668302,1122.687322,1.597936
einstein.en,2,467.626544,17.3865363865868,66.5632135282479,2467.012166,860.945322,1.36999
einstein.en,3,467.626544,18.9011040108,78.9003414996288,2380.19775,774.20621,1.195908
einstein.en,4,467.626544,19.8421772540766,83.4764176440136,2353.023718,746.794834,1.12131
einstein.en,5,467.626544,19.8601267306549,90.2196604414261,2343.865118,737.71265,1.076944
einstein.en,6,467.626544,20.1221436009536,87.4951435093365,2341.060598,734.98321,1.05785
einstein.en,7,467.626544,20.3804132508749,91.4279515905136,2340.48519,734.108938,1.047564
einstein.en,8,467.626544,20.3453883503594,91.5317473428722,2341.159926,733.933762,1.033898
einstein.en,9,467.626544,20.4757201343369,88.1366349397818,2341.159926,733.935346,1.000136
einstein.en,10,467.626544,20.4024652597502,91.8066876079787,2341.159926,733.986482,0.945206
einstein.en,11,467.626544,20.017659744785,88.4099113304218,2341.159926,734.05445,0.924484
einstein.en,12,467.626544,20.4066498511918,91.5604221408572,2341.159926,734.128898,0.919002
einstein.en,13,467.626544,20.3562819245955,91.7022677177707,2341.159926,734.205138,0.917344
einstein.en,14,467.626544,20.4112816125569,91.7418472887075,2341.159926,734.28189,0.91687
einstein.en,15,467.626544,20.2702493324548,91.893284074831,2341.159926,734.358802,0.916744
english.001.2,0,104.8576,0.914640603261415,16.2926086483631,783.044968,622.767592,8.294802
